main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt,,
5,974.66,15.2,24.68,0.03,6.91,73.34,86.83,30.15,1607198400,05-12-2020 ,20:00:00
5,847.82,11.74,19.88,0.05,5.19,67.73,79.24,24.07,1607202000,05-12-2020 ,21:00:00
5,700.95,8.05,15.59,0.13,3.82,59.39,68.69,18.75,1607205600,05-12-2020 ,22:00:00
5,607.49,5.98,12.51,0.18,3.46,53.44,61.33,16.97,1607209200,05-12-2020 ,23:00:00
5,580.79,5.87,10.71,0.17,3.82,52.06,59.31,18.49,1607212800,06-12-2020 ,0:00:00
5,587.46,7.38,9.77,0.28,3.93,51.75,58.65,15.96,1607216400,06-12-2020 ,1:00:00
5,700.95,15.2,7.54,2.03,3.82,54.94,62.24,8.49,1607220000,06-12-2020 ,2:00:00
5,847.82,23.25,10.2,6.17,4.05,60.44,68.2,6.9,1607223600,06-12-2020 ,3:00:00
4,383.85,1.43,6.6,84.4,7.63,40.67,43.18,3.1,1607227200,06-12-2020 ,4:00:00
4,370.5,0.78,4.2,104.43,8.35,46.11,48.48,3.2,1607230800,06-12-2020 ,5:00:00
4,350.48,0.43,2.68,118.73,7.99,47.35,49.5,3.04,1607234400,06-12-2020 ,6:00:00
4,310.42,0.29,1.91,117.3,6.8,41.04,42.73,2.69,1607238000,06-12-2020 ,7:00:00
4,307.08,0.31,2.25,115.87,7.09,39.07,40.68,3.01,1607241600,06-12-2020 ,8:00:00
4,317.1,0.33,3.04,114.44,7.63,38.63,40.29,3.48,1607245200,06-12-2020 ,9:00:00
4,420.57,0.75,10.97,85.83,7.87,43.03,45.52,7.09,1607248800,06-12-2020 ,10:00:00
5,614.17,0.26,26.05,45.06,7.63,52.27,56.17,11.65,1607252400,06-12-2020 ,11:00:00
5,821.11,0.5,40.78,14.66,6.97,61.97,67.56,15.07,1607256000,06-12-2020 ,12:00:00
5,961.3,5.09,44.55,1.59,6.32,69.67,76.9,16.72,1607259600,06-12-2020 ,13:00:00
5,1068.12,12.07,38.73,0.11,6.08,77.93,87.07,18.24,1607263200,06-12-2020 ,14:00:00
5,1148.22,15.87,33.59,0.03,5.78,85.93,97.06,19,1607266800,06-12-2020 ,15:00:00
5,1174.93,16.99,29.47,0.02,6.56,91.76,104.63,20.77,1607270400,06-12-2020 ,16:00:00
5,1188.28,16.99,28.79,0.02,9.06,95.1,109.37,28.37,1607274000,06-12-2020 ,17:00:00
5,1134.87,16.32,29.13,0.03,10.37,93.62,108.25,34.96,1607277600,06-12-2020 ,18:00:00
5,1121.52,14.98,31.87,0.03,11.33,91.74,106.25,44.58,1607281200,06-12-2020 ,19:00:00
5,1121.52,13.41,33.93,0.04,12.64,92.75,107.27,53.7,1607284800,06-12-2020 ,20:00:00
5,1094.82,11.18,34.27,0.08,13.23,92.3,106.11,58.77,1607288400,06-12-2020 ,21:00:00
5,1001.36,8.38,32.22,0.18,12.88,87.38,100.03,60.29,1607292000,06-12-2020 ,22:00:00
5,947.95,6.87,30.85,0.22,13.23,84.19,95.91,62.32,1607295600,06-12-2020 ,23:00:00
5,947.95,7.1,30.16,0.16,14.42,83.82,95.19,66.88,1607299200,07-12-2020 ,0:00:00
5,907.9,8.72,27.08,0.36,14.54,79.52,90.08,64.34,1607302800,07-12-2020 ,1:00:00
5,1014.71,19.67,22.62,3.13,17.17,83.45,94.48,62.82,1607306400,07-12-2020 ,2:00:00
5,1268.39,32.63,23.99,7.96,18.36,97.78,109.97,53.7,1607310000,07-12-2020 ,3:00:00
5,627.52,2.57,13.02,87.26,15.97,95.32,99.72,7.41,1607313600,07-12-2020 ,4:00:00
5,587.46,1.2,7.8,123.02,14.54,111.75,115.91,3.96,1607317200,07-12-2020 ,5:00:00
5,574.11,0.64,5.01,145.91,13.83,119.56,123.68,3.2,1607320800,07-12-2020 ,6:00:00
5,507.36,0.31,2.83,145.91,10.97,107.59,111.4,2.79,1607324400,07-12-2020 ,7:00:00
5,480.65,0.23,2.53,138.76,9.3,99.55,103.43,2.88,1607328000,07-12-2020 ,8:00:00
5,467.3,0.18,2.91,131.61,8.35,91.05,94.93,3.2,1607331600,07-12-2020 ,9:00:00
5,614.17,0.55,15.25,82.25,7.63,93.58,98.62,8.11,1607335200,07-12-2020 ,10:00:00
5,881.2,0.33,33.93,30.04,7.33,106.25,113.08,13.17,1607338800,07-12-2020 ,11:00:00
5,1121.52,5.7,45.24,2.62,7.15,118.37,127.01,16.72,1607342400,07-12-2020 ,12:00:00
5,1201.63,16.76,40.44,0.07,7.09,122.96,133,17.73,1607346000,07-12-2020 ,13:00:00
5,1214.98,20.79,36.67,0.03,8.35,127.34,139.24,18.75,1607349600,07-12-2020 ,14:00:00
5,1228.33,20.56,35.64,0.03,10.37,133.8,148.03,22.55,1607353200,07-12-2020 ,15:00:00
5,1214.98,18.11,35.3,0.06,12.16,136.97,152.72,27.36,1607356800,07-12-2020 ,16:00:00
5,1108.17,13.41,32.22,0.17,10.73,132.18,147.69,24.83,1607360400,07-12-2020 ,17:00:00
5,921.25,8.16,27.08,0.53,6.97,119.21,132.73,17.23,1607364000,07-12-2020 ,18:00:00
5,774.38,5.25,21.94,0.62,4.05,108.13,119.21,11.65,1607367600,07-12-2020 ,19:00:00
5,687.6,3.74,17.31,0.81,3.16,100.38,109.93,10.64,1607371200,07-12-2020 ,20:00:00
5,614.17,2.52,14.22,1.11,2.92,93.36,101.62,10.89,1607374800,07-12-2020 ,21:00:00
5,560.76,1.76,12.17,1.48,2.92,86.59,93.92,11.4,1607378400,07-12-2020 ,22:00:00
5,540.73,1.73,11.31,1.38,3.34,82.83,89.81,13.3,1607382000,07-12-2020 ,23:00:00
5,560.76,2.79,11.31,0.77,4.29,82.82,89.91,16.47,1607385600,08-12-2020 ,0:00:00
5,594.14,5.64,10.97,0.51,4.71,81.59,88.91,15.33,1607389200,08-12-2020 ,1:00:00
5,747.68,15.87,9.17,1.81,4.65,84.56,93.04,8.61,1607392800,08-12-2020 ,2:00:00
5,961.3,27.94,11.48,5.05,4.95,91.37,101.01,7.79,1607396400,08-12-2020 ,3:00:00
5,423.91,1.4,6.94,81.54,6.38,58.76,61.74,2.82,1607400000,08-12-2020 ,4:00:00
5,387.19,0.82,4.24,94.41,6.02,51.53,53.98,3.07,1607403600,08-12-2020 ,5:00:00
4,360.49,0.5,2.96,104.43,5.6,46.73,48.82,3.01,1607407200,08-12-2020 ,6:00:00
4,327.11,0.35,2.19,101.57,5.07,37.74,39.37,2.63,1607410800,08-12-2020 ,7:00:00
4,320.44,0.35,2.42,101.57,5.31,33.35,34.75,2.76,1607414400,08-12-2020 ,8:00:00
4,327.11,0.35,3.13,100.14,5.84,32.22,33.6,3.17,1607418000,08-12-2020 ,9:00:00
4,500.68,1.36,15.94,64.37,6.74,39.75,42.47,8.11,1607421600,08-12-2020 ,10:00:00
5,787.74,1.48,36.67,18.42,7.03,53.07,57.73,12.92,1607425200,08-12-2020 ,11:00:00
5,1028.06,11.29,41.47,0.43,6.56,63.15,69.55,15.33,1607428800,08-12-2020 ,12:00:00
5,1068.12,23.02,34.96,0.01,7.87,62.9,70.52,19.76,1607432400,08-12-2020 ,13:00:00
5,1068.12,26.6,32.22,0,11.56,61.43,70.68,27.61,1607436000,08-12-2020 ,14:00:00
5,1068.12,26.6,29.82,0,14.42,63.27,74.27,33.95,1607439600,08-12-2020 ,15:00:00
5,1094.82,25.71,28.45,0,16.45,65.45,77.84,39.52,1607443200,08-12-2020 ,16:00:00
5,1054.76,23.02,26.73,0.01,16.93,63.96,76.69,42.05,1607446800,08-12-2020 ,17:00:00
5,921.25,18.55,25.36,0.02,14.31,56.38,68.07,39.01,1607450400,08-12-2020 ,18:00:00
5,801.09,15.42,22.62,0.02,10.37,50.5,60.91,32.42,1607454000,08-12-2020 ,19:00:00
4,747.68,13.19,21.94,0.04,9.54,49.57,59.16,34.45,1607457600,08-12-2020 ,20:00:00
4,727.65,10.73,22.28,0.08,9.78,49.17,57.83,38.51,1607461200,08-12-2020 ,21:00:00
4,700.95,8.49,22.28,0.12,9.78,48.3,56.15,41.04,1607464800,08-12-2020 ,22:00:00
4,687.6,7.6,21.08,0.09,10.13,48.91,56.35,43.57,1607468400,08-12-2020 ,23:00:00
5,700.95,8.61,19.54,0.05,10.97,51.9,59.35,47.62,1607472000,09-12-2020 ,0:00:00
5,714.3,11.18,17.14,0.14,11.21,53.18,60.57,45.6,1607475600,09-12-2020 ,1:00:00
5,854.49,22.35,12.68,1.81,11.09,60.29,68.85,34.96,1607479200,09-12-2020 ,2:00:00
5,1081.47,35.32,12.34,4.47,7.75,73.1,83.06,14.95,1607482800,09-12-2020 ,3:00:00
4,427.25,2.21,8.48,70.1,7.99,38.81,41.17,3.64,1607486400,09-12-2020 ,4:00:00
4,393.87,1.13,5.27,91.55,7.63,37.12,39.04,3.61,1607490000,09-12-2020 ,5:00:00
4,373.84,0.64,3.56,105.86,7.51,37.68,39.41,3.42,1607493600,09-12-2020 ,6:00:00
4,357.15,0.44,2.74,104.43,7.21,35.87,37.39,3.36,1607497200,09-12-2020 ,7:00:00
4,367.17,0.44,3.47,104.43,7.63,35.38,36.93,3.9,1607500800,09-12-2020 ,8:00:00
4,373.84,0.43,4.8,100.14,8.23,34.44,36.03,4.31,1607504400,09-12-2020 ,9:00:00
4,540.73,1.24,17.82,65.09,8.82,41.17,44.1,9.12,1607508000,09-12-2020 ,10:00:00
5,821.11,1.3,39.41,20.39,9.3,54.21,59.18,14.82,1607511600,09-12-2020 ,11:00:00
5,1081.47,10.73,46.61,0.57,9.18,65.77,72.77,18.75,1607515200,09-12-2020 ,12:00:00
5,1174.93,23.47,42.5,0.01,10.85,70.4,79.09,25.08,1607518800,09-12-2020 ,13:00:00
5,1214.98,28.16,41.13,0,14.42,73.65,84.08,32.93,1607522400,09-12-2020 ,14:00:00
5,1268.39,29.06,39.76,0,17.41,78.56,91.32,39.52,1607526000,09-12-2020 ,15:00:00
5,1281.74,27.94,38.39,0,19.31,81.63,96.13,45.09,1607529600,09-12-2020 ,16:00:00
5,1228.33,24.81,35.64,0.01,19.07,79.17,94.14,46.61,1607533200,09-12-2020 ,17:00:00
5,1041.41,19.67,31.53,0.02,15.97,69.28,82.96,42.05,1607536800,09-12-2020 ,18:00:00
5,867.84,15.42,26.39,0.04,11.33,60.16,71.87,34.96,1607540400,09-12-2020 ,19:00:00
5,787.74,11.96,24.33,0.08,10.25,56.5,66.81,35.97,1607544000,09-12-2020 ,20:00:00
5,734.33,8.72,23.65,0.19,9.89,53.85,62.88,39.01,1607547600,09-12-2020 ,21:00:00
5,680.92,5.76,22.62,0.39,9.42,50.67,58.66,40.03,1607551200,09-12-2020 ,22:00:00
4,654.22,4.36,21.08,0.45,9.18,49.71,57.06,40.53,1607554800,09-12-2020 ,23:00:00
5,660.9,5.14,19.54,0.24,9.78,52.06,59.28,42.56,1607558400,10-12-2020 ,0:00:00
5,667.57,7.38,17.31,0.45,9.78,52.73,59.84,40.03,1607562000,10-12-2020 ,1:00:00
5,781.06,17.88,12.68,2.73,9.42,58.22,66.32,28.63,1607565600,10-12-2020 ,2:00:00
5,947.95,29.06,12.34,5.63,6.32,66.56,75.47,10.89,1607569200,10-12-2020 ,3:00:00
4,377.18,1.24,5.74,74.39,5.25,32.28,34.12,2.76,1607572800,10-12-2020 ,4:00:00
4,347.14,0.69,3.64,87.98,5.25,30.46,32.03,2.85,1607576400,10-12-2020 ,5:00:00
4,337.12,0.48,2.87,97.28,5.66,30.81,32.28,2.95,1607580000,10-12-2020 ,6:00:00
4,343.8,0.43,2.83,100.14,6.86,32.11,33.6,3.39,1607583600,10-12-2020 ,7:00:00
4,370.5,0.52,3.77,103,8.35,34.75,36.37,4.24,1607587200,10-12-2020 ,8:00:00
4,390.53,0.58,5.31,104.43,9.54,36.11,37.86,4.94,1607590800,10-12-2020 ,9:00:00
4,567.44,1.38,19.02,70.81,9.78,44.92,48.11,9.63,1607594400,10-12-2020 ,10:00:00
5,867.84,1.1,41.81,21.82,9.06,59.15,64.46,14.31,1607598000,10-12-2020 ,11:00:00
5,1108.17,11.06,47.3,0.55,7.75,70.8,78.2,16.47,1607601600,10-12-2020 ,12:00:00
5,1134.87,23.69,37.01,0.01,7.33,70.85,79.65,17.48,1607605200,10-12-2020 ,13:00:00
5,1108.17,28.39,30.5,0,9.89,68.76,79.18,23.05,1607608800,10-12-2020 ,14:00:00
5,1121.52,29.5,29.47,0,12.99,70.33,83.09,30.4,1607612400,10-12-2020 ,15:00:00
5,1161.58,29.5,30.16,0,15.74,74,88.96,38,1607616000,10-12-2020 ,16:00:00
5,1161.58,27.94,29.47,0,16.93,74.25,90.15,42.56,1607619600,10-12-2020 ,17:00:00
5,1041.41,24.14,27.08,0.01,14.54,67.8,83.23,40.03,1607623200,10-12-2020 ,18:00:00
5,934.6,21.23,24.68,0.01,11.8,62.03,76.18,37.49,1607626800,10-12-2020 ,19:00:00
5,907.9,19,24.68,0.01,11.92,61.09,74.2,42.56,1607630400,10-12-2020 ,20:00:00
5,894.55,16.32,24.33,0.02,12.16,60.9,72.49,47.12,1607634000,10-12-2020 ,21:00:00
5,841.14,13.19,23.99,0.04,11.92,58.21,68.17,49.65,1607637600,10-12-2020 ,22:00:00
5,801.09,10.95,23.31,0.05,11.8,56.12,65.04,52.18,1607641200,10-12-2020 ,23:00:00
5,794.41,10.62,22.62,0.03,12.16,57.21,65.66,54.72,1607644800,11-12-2020 ,0:00:00
5,767.71,11.85,20.56,0.18,11.8,55.82,63.8,51.17,1607648400,11-12-2020 ,1:00:00
5,867.84,21.91,16.11,2.53,12.16,60.48,69.39,41.54,1607652000,11-12-2020 ,2:00:00
5,1054.76,33.08,14.91,5.28,8.94,69.86,79.7,19,1607655600,11-12-2020 ,3:00:00
4,393.87,1.82,7.37,63.66,6.97,34.02,36.25,3.14,1607659200,11-12-2020 ,4:00:00
4,367.17,1.02,4.67,81.54,6.86,33.75,35.72,3.23,1607662800,11-12-2020 ,5:00:00
4,360.49,0.62,3.3,94.41,6.91,36.27,38.14,3.36,1607666400,11-12-2020 ,6:00:00
4,367.17,0.46,2.74,100.14,7.15,38.47,40.24,3.52,1607670000,11-12-2020 ,7:00:00
4,387.19,0.51,3.43,104.43,8.11,40.91,42.72,4.18,1607673600,11-12-2020 ,8:00:00
4,410.56,0.53,4.67,107.29,9.06,43.41,45.34,4.88,1607677200,11-12-2020 ,9:00:00
5,580.79,1.45,17.99,75.1,9.18,52.4,55.67,9.75,1607680800,11-12-2020 ,10:00:00
5,867.84,0.89,41.47,27.54,9.54,66.29,71.59,15.83,1607684400,11-12-2020 ,11:00:00
5,1134.87,8.38,54.15,1.4,10.49,78.81,86.45,21.79,1607688000,11-12-2020 ,12:00:00
5,1228.33,21.46,48.67,0.02,11.33,82.08,91.46,25.84,1607691600,11-12-2020 ,13:00:00
5,1214.98,26.38,43.18,0.01,13.35,82.67,93.67,30.15,1607695200,11-12-2020 ,14:00:00
5,1228.33,26.82,41.13,0.01,15.5,85.05,98.15,35.47,1607698800,11-12-2020 ,15:00:00
5,1228.33,25.93,39.41,0,17.41,87.5,102.35,40.53,1607702400,11-12-2020 ,16:00:00
5,1174.93,23.69,35.99,0.01,17.41,84.87,100.29,42.56,1607706000,11-12-2020 ,17:00:00
5,1014.71,19.45,31.53,0.02,14.78,74.04,88.3,40.03,1607709600,11-12-2020 ,18:00:00
5,867.84,15.65,28.79,0.03,11.8,64.92,77.44,38,1607713200,11-12-2020 ,19:00:00
5,747.68,11.4,25.02,0.07,9.06,59.32,70.21,34.96,1607716800,11-12-2020 ,20:00:00
5,640.87,7.49,20.22,0.18,6.5,53.83,62.85,29.39,1607720400,11-12-2020 ,21:00:00
4,554.09,4.41,15.77,0.46,4.35,48.65,55.99,22.29,1607724000,11-12-2020 ,22:00:00
4,514.03,3.02,14.4,0.65,4.17,47.08,53.54,23.05,1607727600,11-12-2020 ,23:00:00
4,534.06,3.38,14.4,0.48,5.07,49.19,55.48,27.87,1607731200,12-12-2020 ,0:00:00
4,560.76,4.97,14.4,0.64,5.78,48.87,54.98,29.39,1607734800,12-12-2020 ,1:00:00
5,654.22,12.85,10.28,2.95,5.54,50.73,57.42,19.51,1607738400,12-12-2020 ,2:00:00
5,794.41,21.91,9.94,5.81,4.11,56.3,63.52,8.36,1607742000,12-12-2020 ,3:00:00
4,310.42,0.96,3.81,59.37,3.37,26.14,27.66,2.25,1607745600,12-12-2020 ,4:00:00
3,290.39,0.48,2.19,71.53,3.22,24.87,26.15,2.31,1607749200,12-12-2020 ,5:00:00
3,287.06,0.32,1.65,79.39,3.37,24.6,25.77,2.41,1607752800,12-12-2020 ,6:00:00
3,300.41,0.32,1.76,86.55,4.23,24.97,26.12,2.88,1607756400,12-12-2020 ,7:00:00
4,320.44,0.38,2.36,91.55,5.19,26.34,27.61,3.58,1607760000,12-12-2020 ,8:00:00
4,337.12,0.41,3.26,92.98,5.78,27.65,29.05,4.18,1607763600,12-12-2020 ,9:00:00
4,473.98,1.09,13.2,67.23,6.44,34.28,36.77,8.99,1607767200,12-12-2020 ,10:00:00
4,700.95,0.52,30.85,28.25,6.97,45.54,49.74,14.95,1607770800,12-12-2020 ,11:00:00
5,934.6,3.47,43.87,3.71,7.51,56.27,62.51,20.77,1607774400,12-12-2020 ,12:00:00
5,1068.12,13.41,41.81,0.09,7.57,64.05,72.39,23.56,1607778000,12-12-2020 ,13:00:00
5,1148.22,19.67,34.96,0.01,6.44,70.64,80.72,19,1607781600,12-12-2020 ,14:00:00
5,1188.28,22.35,28.45,0,5.19,76.85,88.68,11.91,1607785200,12-12-2020 ,15:00:00
5,1214.98,22.58,23.31,0,4.35,82.33,95.2,8.36,1607788800,12-12-2020 ,16:00:00
5,1214.98,22.8,19.71,0,4.29,85.53,99.33,9.12,1607792400,12-12-2020 ,17:00:00
5,1161.58,23.25,17.31,0,4.29,84.48,98.86,11.91,1607796000,12-12-2020 ,18:00:00
5,1134.87,23.47,18.68,0,5.78,83.51,98.25,24.07,1607799600,12-12-2020 ,19:00:00
5,1134.87,22.58,21.25,0,7.99,84.46,99.09,38,1607803200,12-12-2020 ,20:00:00
5,1108.17,20.79,22.28,0,9.18,82.97,96.79,47.62,1607806800,12-12-2020 ,21:00:00
5,1028.06,17.43,21.76,0.01,9.54,76.81,89.11,52.18,1607810400,12-12-2020 ,22:00:00
5,974.66,15.42,21.59,0.01,10.13,73.92,85.29,57.25,1607814000,12-12-2020 ,23:00:00
5,1001.36,15.42,22.28,0.01,11.68,76.49,87.63,65.86,1607817600,13-12-2020 ,0:00:00
5,988.01,16.09,21.42,0.08,12.16,76.16,86.71,67.89,1607821200,13-12-2020 ,1:00:00
5,1081.47,24.59,16.62,1.65,11.56,80.76,91.55,52.18,1607824800,13-12-2020 ,2:00:00
5,1268.39,35.32,14.74,3.35,8.11,91.9,102.93,22.29,1607828400,13-12-2020 ,3:00:00
5,634.19,2.77,13.54,57.94,11.09,67.61,71.11,7.54,1607832000,13-12-2020 ,4:00:00
5,554.09,1.27,7.45,82.97,8.58,63.25,66.07,5.83,1607835600,13-12-2020 ,5:00:00
5,507.36,0.63,4.28,101.57,7.45,57.97,60.35,5.32,1607839200,13-12-2020 ,6:00:00
4,453.95,0.31,2.27,105.86,5.42,47.96,49.92,4.69,1607842800,13-12-2020 ,7:00:00
4,413.9,0.22,1.74,98.71,3.64,43.26,45.2,3.67,1607846400,13-12-2020 ,8:00:00
4,393.87,0.19,1.8,90.84,2.83,43.99,46.06,3.07,1607850000,13-12-2020 ,9:00:00
4,460.63,0.54,7.54,67.23,3.34,48.41,51.17,5.89,1607853600,13-12-2020 ,10:00:00
5,607.49,0.23,18.34,37.19,4.11,55.84,59.94,9.75,1607857200,13-12-2020 ,11:00:00
5,747.68,0.22,27.76,18.06,4.47,63.24,68.68,10.26,1607860800,13-12-2020 ,12:00:00
5,907.9,2.46,34.96,4.83,5.13,72.96,79.9,10.64,1607864400,13-12-2020 ,13:00:00
5,1121.52,9.95,33.24,0.22,6.02,87.41,96.45,11.91,1607868000,13-12-2020 ,14:00:00
5,1281.74,16.09,28.79,0.03,6.32,102.02,113.62,12.67,1607871600,13-12-2020 ,15:00:00
5,1361.85,18.55,27.08,0.02,7.75,112.99,126.93,18.49,1607875200,13-12-2020 ,16:00:00
5,1428.6,20.12,28.45,0.01,11.09,121.64,137.56,30.91,1607878800,13-12-2020 ,17:00:00
5,1428.6,21.01,30.16,0.01,12.99,124.44,141.29,41.04,1607882400,13-12-2020 ,18:00:00
5,1388.55,19.89,32.56,0.01,13.59,123.37,140.22,50.16,1607886000,13-12-2020 ,19:00:00
5,1361.85,18.33,33.93,0.01,14.66,123.44,140.06,59.28,1607889600,13-12-2020 ,20:00:00
5,1321.79,16.54,33.59,0.01,15.14,122.19,138.12,64.85,1607893200,13-12-2020 ,21:00:00
5,1188.28,13.52,30.85,0.03,14.19,114.5,128.91,63.33,1607896800,13-12-2020 ,22:00:00
5,1054.76,11.06,27.42,0.04,13.11,107.03,119.81,60.29,1607900400,13-12-2020 ,23:00:00
5,974.66,10.39,23.99,0.05,12.88,103.58,115.43,58.77,1607904000,14-12-2020 ,0:00:00
5,894.55,11.51,17.82,0.12,9.78,98.5,109.18,40.53,1607907600,14-12-2020 ,1:00:00
5,947.95,20.79,10.88,1.79,6.32,100.06,110.74,14.31,1607911200,14-12-2020 ,2:00:00
5,1134.87,32.19,11.82,4.92,5.48,107.04,118.18,8.36,1607914800,14-12-2020 ,3:00:00
5,580.79,2.15,9.17,80.11,8.7,71.02,74.18,4.56,1607918400,14-12-2020 ,4:00:00
5,540.73,1.1,5.74,105.86,8.58,65.17,67.6,4.02,1607922000,14-12-2020 ,5:00:00
5,520.71,0.65,4.07,123.02,9.18,62.21,64.3,4.18,1607925600,14-12-2020 ,6:00:00
5,467.3,0.39,2.68,123.02,8.11,51.9,53.75,4.5,1607929200,14-12-2020 ,7:00:00
4,440.6,0.31,2.31,115.87,6.14,47.22,49.19,4.24,1607932800,14-12-2020 ,8:00:00
4,417.23,0.28,2.53,108.72,4.83,43.42,45.53,3.64,1607936400,14-12-2020 ,9:00:00
4,567.44,1.41,14.4,68.67,5.54,48.23,51.71,8.36,1607940000,14-12-2020 ,10:00:00
5,841.14,1.12,34.96,25.75,7.09,60.03,65.77,14.82,1607943600,14-12-2020 ,11:00:00
5,1121.52,5.31,50.72,2.75,8.7,71.07,79.02,21.28,1607947200,14-12-2020 ,12:00:00
5,1415.25,21.01,55.52,0.02,13.23,84.31,94.59,32.93,1607950800,14-12-2020 ,13:00:00
5,1642.23,30.85,63.06,0,19.31,97.59,110.78,47.62,1607954400,14-12-2020 ,14:00:00
5,1735.69,31.74,69.92,0,23.37,106.13,122.7,58.26,1607958000,14-12-2020 ,15:00:00
5,1789.09,29.95,72.66,0,25.99,112.37,131.96,65.86,1607961600,14-12-2020 ,16:00:00
5,1762.39,27.94,70.6,0,26.7,115.58,136.58,69.92,1607965200,14-12-2020 ,17:00:00
5,1588.82,25.03,63.06,0,23.6,108.89,129.19,65.86,1607968800,14-12-2020 ,18:00:00
5,1375.2,20.56,52.78,0.01,16.93,99.85,117.83,53.2,1607972400,14-12-2020 ,19:00:00
5,1201.63,16.09,43.18,0.03,12.88,92.99,108.64,45.09,1607976000,14-12-2020 ,20:00:00
5,1014.71,11.62,35.3,0.09,10.37,85.39,98.24,40.03,1607979600,14-12-2020 ,21:00:00
5,821.11,6.54,28.79,0.39,8.46,75.24,85.41,35.47,1607983200,14-12-2020 ,22:00:00
5,727.65,3.74,25.36,0.74,7.99,70.25,78.91,35.97,1607986800,14-12-2020 ,23:00:00
5,727.65,3.74,23.99,0.62,9.06,70.56,78.75,39.52,1607990400,15-12-2020 ,0:00:00
5,741.01,5.14,23.31,1.22,10.01,70.63,78.47,40.53,1607994000,15-12-2020 ,1:00:00
5,854.49,15.2,19.71,6.71,12.16,75.96,84.61,39.52,1607997600,15-12-2020 ,2:00:00
5,1028.06,24.59,21.59,13.23,11.68,83.31,92.66,30.65,1608001200,15-12-2020 ,3:00:00
4,447.27,1.82,8.14,87.26,7.03,41.97,44.28,4.81,1608004800,15-12-2020 ,4:00:00
4,407.22,1.06,5.31,103,6.44,36.52,38.44,4.02,1608008400,15-12-2020 ,5:00:00
4,373.84,0.57,3.38,117.3,5.72,34,35.65,3.48,1608012000,15-12-2020 ,6:00:00
4,340.46,0.42,2.61,114.44,5.6,30.72,31.97,3.17,1608015600,15-12-2020 ,7:00:00
4,357.15,0.48,3.26,114.44,6.86,31.7,32.97,3.77,1608019200,15-12-2020 ,8:00:00
4,380.52,0.55,4.54,115.87,8.35,33.37,34.79,4.62,1608022800,15-12-2020 ,9:00:00
4,554.09,1.57,17.14,80.82,9.3,41.82,44.73,9.63,1608026400,15-12-2020 ,10:00:00
5,847.82,0.99,39.76,31.83,9.42,55.41,60.61,15.33,1608030000,15-12-2020 ,11:00:00
5,1148.22,6.93,54.15,2.1,9.18,69.03,76.97,20.01,1608033600,15-12-2020 ,12:00:00
5,1348.5,19.89,54.84,0.04,11.09,79.58,90.08,26.6,1608037200,15-12-2020 ,13:00:00
5,1441.96,24.14,60.32,0.02,15.97,87.72,101.01,37.49,1608040800,15-12-2020 ,14:00:00
5,1495.36,22.8,65.8,0.02,19.79,93.38,109.47,47.12,1608044400,15-12-2020 ,15:00:00
5,1522.06,20.56,68.55,0.03,22.41,97.48,115.66,55.22,1608048000,15-12-2020 ,16:00:00
5,1482.01,17.88,67.17,0.05,22.89,96.81,116.16,58.77,1608051600,15-12-2020 ,17:00:00
5,1281.74,14.31,58.95,0.11,19.31,85.51,103.92,53.2,1608055200,15-12-2020 ,18:00:00
5,1081.47,11.06,47.98,0.11,14.07,73.58,89.66,45.09,1608058800,15-12-2020 ,19:00:00
5,961.3,8.83,40.78,0.17,12.04,67.4,81.5,43.06,1608062400,15-12-2020 ,20:00:00
5,867.84,6.76,34.62,0.27,10.97,62.29,74.3,42.56,1608066000,15-12-2020 ,21:00:00
5,761.03,4.86,29.13,0.42,9.89,56.93,66.96,41.04,1608069600,15-12-2020 ,22:00:00
5,707.63,4.19,24.68,0.42,9.54,53.58,62.44,41.04,1608073200,15-12-2020 ,23:00:00
5,707.63,5.14,22.28,0.25,10.25,53.83,62.11,44.08,1608076800,16-12-2020 ,0:00:00
5,707.63,6.65,20.91,0.58,10.49,53.69,61.39,42.05,1608080400,16-12-2020 ,1:00:00
5,821.11,15.87,17.48,3.13,10.97,58.82,67.11,35.47,1608084000,16-12-2020 ,2:00:00
5,1014.71,27.94,17.14,7.6,8.58,66.53,75.51,21.79,1608087600,16-12-2020 ,3:00:00
4,433.92,2.24,9.6,80.11,7.99,34.8,37.41,5,1608091200,16-12-2020 ,4:00:00
4,427.25,1.4,6.77,100.14,8.35,37.69,40.07,4.81,1608094800,16-12-2020 ,5:00:00
4,420.57,0.8,4.71,117.3,7.99,39.61,41.7,4.43,1608098400,16-12-2020 ,6:00:00
4,400.54,0.57,3.73,124.45,8.82,38.5,40.28,4.43,1608102000,16-12-2020 ,7:00:00
4,417.23,0.55,4.07,125.89,10.01,40.62,42.53,5.07,1608105600,16-12-2020 ,8:00:00
4,433.92,0.55,5.01,124.45,10.61,42.09,44.17,5.57,1608109200,16-12-2020 ,9:00:00
4,534.06,0.81,11.82,98.71,10.85,48.14,51.12,7.98,1608112800,16-12-2020 ,10:00:00
5,694.28,0.3,23.31,60.08,10.73,56.95,61.27,11.27,1608116400,16-12-2020 ,11:00:00
5,867.84,0.02,35.99,30.76,10.37,64.15,69.99,14.69,1608120000,16-12-2020 ,12:00:00
