main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt,,
4,343.8,0.08,0.67,117.3,3.52,29.65,41.45,1.77,1650956400,26-04-2022 ,7:00:00
4,347.14,0.08,0.73,124.45,3.67,32.42,46.12,1.9,1650960000,26-04-2022 ,8:00:00
4,357.15,0.09,0.86,130.18,4.11,39,54.99,2.03,1650963600,26-04-2022 ,9:00:00
4,390.53,0.21,2.33,121.59,5.54,43.81,59.68,2.82,1650967200,26-04-2022 ,10:00:00
4,427.25,0.25,4.58,104.43,6.08,44.53,59.23,3.74,1650970800,26-04-2022 ,11:00:00
4,467.3,0.08,7.8,80.82,5.9,41.01,53.71,4.5,1650974400,26-04-2022 ,12:00:00
4,687.6,0,25.7,40.77,7.09,47.47,61.03,10.26,1650978000,26-04-2022 ,13:00:00
5,988.01,0.37,39.76,12.16,9.18,61.44,78.28,16.72,1650981600,26-04-2022 ,14:00:00
5,1161.58,2.01,40.78,3.13,11.56,72.64,93.51,22.29,1650985200,26-04-2022 ,15:00:00
5,1255.04,4.47,39.07,0.84,14.31,80.54,104.44,29.89,1650988800,26-04-2022 ,16:00:00
5,1308.44,7.26,34.96,0.29,13.47,86.86,112.53,28.37,1650992400,26-04-2022 ,17:00:00
5,1255.04,7.26,31.53,0.42,8.11,87.27,112.91,14.31,1650996000,26-04-2022 ,18:00:00
5,1028.06,1.75,26.73,2.73,5.07,77.33,99.67,7.98,1650999600,26-04-2022 ,19:00:00
5,961.3,0.25,21.93,5.32,4.35,75.16,95.38,7.03,1651003200,26-04-2022 ,20:00:00
5,934.6,0.09,19.19,7.24,3.81,75.09,93.56,6.46,1651006800,26-04-2022 ,21:00:00
5,867.84,0.04,16.11,9.39,3.34,72.35,88.72,5.64,1651010400,26-04-2022 ,22:00:00
5,821.11,0.05,13.37,8.85,3.07,69.73,84.73,4.56,1651014000,26-04-2022 ,23:00:00
5,821.11,0.14,11.82,10.19,3.64,69.78,84.06,5.32,1651017600,27-04-2022 ,0:00:00
5,714.3,0.66,8.83,40.05,7.15,62.91,74.76,4.37,1651021200,27-04-2022 ,1:00:00
5,761.03,1.22,9.42,69.38,10.49,65.12,76.58,7.09,1651024800,27-04-2022 ,2:00:00
5,814.44,0.98,8.83,115.87,13.71,67.64,79.08,8.87,1651028400,27-04-2022 ,3:00:00
4,500.68,0.22,2.16,134.47,7.75,43.38,56.01,3.26,1651032000,27-04-2022 ,4:00:00
4,433.92,0.14,1.25,125.89,5.6,37.01,49.53,2.47,1651035600,27-04-2022 ,5:00:00
4,390.53,0.12,0.94,118.73,4.59,33.82,47.14,2.03,1651039200,27-04-2022 ,6:00:00
4,360.49,0.08,0.73,133.04,4.53,41.23,60.24,1.93,1651042800,27-04-2022 ,7:00:00
4,357.15,0.08,0.75,135.9,4.77,46.02,66.73,1.71,1651046400,27-04-2022 ,8:00:00
4,357.15,0.08,0.85,133.04,4.77,45.72,65.96,1.6,1651050000,27-04-2022 ,9:00:00
4,370.5,0.12,1.48,117.3,4.59,43.57,62.1,1.74,1651053600,27-04-2022 ,10:00:00
4,390.53,0.14,2.74,104.43,4.71,44.37,62.54,2.25,1651057200,27-04-2022 ,11:00:00
4,410.56,0.04,4.54,95.84,4.77,45.49,64.05,2.82,1651060800,27-04-2022 ,12:00:00
5,534.06,0,14.91,67.95,5.72,50.7,69.96,6.52,1651064400,27-04-2022 ,13:00:00
5,680.92,0,22.28,39.34,6.26,58.59,79.42,9.37,1651068000,27-04-2022 ,14:00:00
5,720.98,0,20.22,27.89,5.48,62.96,85.34,7.47,1651071600,27-04-2022 ,15:00:00
5,781.06,0.02,21.42,21.64,7.45,66.74,88.36,12.16,1651075200,27-04-2022 ,16:00:00
5,934.6,0.22,28.45,12.16,11.44,73.37,94.72,21.79,1651078800,27-04-2022 ,17:00:00
5,1028.06,1.36,33.93,3.58,13.47,77.97,99.59,29.89,1651082400,27-04-2022 ,18:00:00
5,1054.76,3.02,33.93,0.89,13.59,80.16,101.34,35.97,1651086000,27-04-2022 ,19:00:00
5,1028.06,3.05,31.19,0.75,12.99,80.51,100.96,41.04,1651089600,27-04-2022 ,20:00:00
5,974.66,2.43,29.13,0.93,12.4,79.97,99.77,44.58,1651093200,27-04-2022 ,21:00:00
5,854.49,1.61,23.99,1.56,9.89,77.91,96.9,40.02,1651096800,27-04-2022 ,22:00:00
5,767.71,0.87,16.62,2.77,6.32,76.38,94.15,24.07,1651100400,27-04-2022 ,23:00:00
5,727.65,0.58,11.65,6.17,3.87,75.88,91.65,9.25,1651104000,28-04-2022 ,0:00:00
5,607.49,0.74,7.8,33.26,4.11,66.81,78.31,5,1651107600,28-04-2022 ,1:00:00
5,634.19,1.63,9.34,54.36,4.77,67.7,78.57,4.5,1651111200,28-04-2022 ,2:00:00
5,680.92,1.38,10.37,108.72,6.14,70.54,80.18,4.69,1651114800,28-04-2022 ,3:00:00
4,534.06,0.43,4.88,147.34,10.13,48.81,55.01,3.17,1651118400,28-04-2022 ,4:00:00
4,534.06,0.32,3.68,154.5,12.52,44.36,51.08,3.93,1651122000,28-04-2022 ,5:00:00
4,547.41,0.27,2.96,157.36,12.99,43.73,50.62,4.18,1651125600,28-04-2022 ,6:00:00
4,373.84,0.12,1.1,128.75,5.54,32.73,43.74,2.25,1651129200,28-04-2022 ,7:00:00
4,343.8,0.11,0.94,124.45,4.71,33.99,46.7,2.18,1651132800,28-04-2022 ,8:00:00
4,350.48,0.1,1.06,128.75,5.36,38.13,52.07,2.18,1651136400,28-04-2022 ,9:00:00
4,420.57,0.4,4.54,110.15,6.38,42.16,55.8,3.93,1651140000,28-04-2022 ,10:00:00
4,527.38,0.52,10.2,92.98,7.03,46.22,59.89,6.14,1651143600,28-04-2022 ,11:00:00
4,627.52,0.15,17.99,72.96,7.75,49.88,64.16,8.23,1651147200,28-04-2022 ,12:00:00
5,854.49,0,37.7,43.99,11.21,58.47,74.47,17.23,1651150800,28-04-2022 ,13:00:00
5,1161.58,0,57.58,24.32,17.17,71.75,90.64,31.92,1651154400,28-04-2022 ,14:00:00
5,1361.85,0.05,67.17,13.59,21.22,82.37,104,43.06,1651158000,28-04-2022 ,15:00:00
5,1441.96,0.5,70.6,6.71,22.65,88.62,112.35,49.65,1651161600,28-04-2022 ,16:00:00
5,1468.66,2.32,71.29,1.83,22.89,91.23,116.08,53.7,1651165200,28-04-2022 ,17:00:00
5,1361.85,4.86,64.43,0.4,20.27,86.45,110.41,52.69,1651168800,28-04-2022 ,18:00:00
5,1241.68,5.64,58.26,0.22,17.64,82.19,104.93,52.69,1651172400,28-04-2022 ,19:00:00
5,1161.58,5.36,52.78,0.2,16.21,79.99,101.63,53.7,1651176000,28-04-2022 ,20:00:00
5,1001.36,3.91,42.84,0.42,13.35,74.74,94.15,48.64,1651179600,28-04-2022 ,21:00:00
5,807.76,2.12,28.1,1.06,7.75,66.34,82.97,29.39,1651183200,28-04-2022 ,22:00:00
5,687.6,1.27,17.14,1.54,3.87,60.99,75.37,14.44,1651186800,28-04-2022 ,23:00:00
5,640.87,1.33,11.82,2.59,2.8,58.72,71.05,9.88,1651190400,29-04-2022 ,0:00:00
5,547.41,0.82,7.88,25.39,3.16,51.52,60.98,7.47,1651194000,29-04-2022 ,1:00:00
5,607.49,1.37,9.08,57.22,4.41,53.53,62.9,7.79,1651197600,29-04-2022 ,2:00:00
5,747.68,1.23,10.54,115.87,7.15,62.72,72.53,8.74,1651201200,29-04-2022 ,3:00:00
4,467.3,0.21,1.8,115.87,6.68,36.12,43.75,2.5,1651204800,29-04-2022 ,4:00:00
4,440.6,0.14,1.18,110.15,5.07,30.32,36.68,2.18,1651208400,29-04-2022 ,5:00:00
4,410.56,0.12,0.97,104.43,3.99,26.31,31.9,1.61,1651212000,29-04-2022 ,6:00:00
3,360.49,0.08,0.84,110.15,3.49,23.06,27.95,1.09,1651215600,29-04-2022 ,7:00:00
3,343.8,0.06,1.02,118.73,3.37,22.87,27.46,1.19,1651219200,29-04-2022 ,8:00:00
4,367.16,0.03,1.56,125.89,3.4,25.25,29.6,1.66,1651222800,29-04-2022 ,9:00:00
4,453.95,0.07,4.41,121.59,4.77,33.29,36.49,3.2,1651226400,29-04-2022 ,10:00:00
4,574.11,0.16,7.71,118.73,5.9,45.39,47.95,4.31,1651230000,29-04-2022 ,11:00:00
5,687.6,0.06,11.65,115.87,6.97,56.09,58.54,5.38,1651233600,29-04-2022 ,12:00:00
5,921.25,0,32.56,72.96,9.42,67.31,71.77,12.92,1651237200,29-04-2022 ,13:00:00
5,1255.04,0,57.58,33.26,14.42,84.71,93.17,27.11,1651240800,29-04-2022 ,14:00:00
5,1522.06,0.05,71.29,13.05,18.84,102.18,115.14,40.02,1651244400,29-04-2022 ,15:00:00
5,1668.93,0.77,77.46,4.29,21.22,114.56,130.56,49.14,1651248000,29-04-2022 ,16:00:00
5,1735.69,2.74,77.46,1.07,22.41,120.24,137.39,54.72,1651251600,29-04-2022 ,17:00:00
5,1655.58,3.55,68.55,0.76,18.36,116.73,132.44,47.62,1651255200,29-04-2022 ,18:00:00
5,1495.36,1.19,50.72,2.35,9.06,107.12,119.73,22.29,1651258800,29-04-2022 ,19:00:00
5,1388.55,0.3,37.7,2.95,4.77,102.62,114.11,13.3,1651262400,29-04-2022 ,20:00:00
5,1241.68,0.26,28.1,2.3,3.04,94.7,105,10.26,1651266000,29-04-2022 ,21:00:00
5,1041.41,0.32,19.71,1.92,2.24,82.79,91.55,8.74,1651269600,29-04-2022 ,22:00:00
5,867.84,0.38,13.02,1.86,1.76,72.79,79.95,7.03,1651273200,29-04-2022 ,23:00:00
5,761.03,0.38,9.42,4.43,1.71,66.62,72.13,6.59,1651276800,30-04-2022 ,0:00:00
5,620.84,0.22,5.57,35.41,2.29,51.91,54.95,5.13,1651280400,30-04-2022 ,1:00:00
4,627.52,0.45,6.17,52.93,3.19,49.53,52.89,6.08,1651284000,30-04-2022 ,2:00:00
4,700.95,0.53,8.14,85.12,5.19,49.27,53.47,7.28,1651287600,30-04-2022 ,3:00:00
4,433.92,0.08,2.1,130.18,4.59,27.38,31.59,1.54,1651291200,30-04-2022 ,4:00:00
3,407.22,0.09,1.33,125.89,4.05,24.61,28.93,1.27,1651294800,30-04-2022 ,5:00:00
3,400.54,0.09,0.96,125.89,3.7,22.36,26.46,1.28,1651298400,30-04-2022 ,6:00:00
3,390.53,0.08,0.77,131.61,3.52,23.18,27.19,1.25,1651302000,30-04-2022 ,7:00:00
4,387.19,0.07,0.74,130.18,3.34,25.32,29.21,1.01,1651305600,30-04-2022 ,8:00:00
4,390.53,0.06,0.79,128.75,3.31,27.37,31.1,0.93,1651309200,30-04-2022 ,9:00:00
4,403.88,0.07,1.18,120.16,3.13,28.53,32.01,1.2,1651312800,30-04-2022 ,10:00:00
4,420.57,0.06,1.93,111.58,3.04,30.21,33.64,1.54,1651316400,30-04-2022 ,11:00:00
4,440.6,0.02,2.96,107.29,3.22,32.15,35.74,1.9,1651320000,30-04-2022 ,12:00:00
4,534.06,0,10.37,83.68,4.53,36.51,40.87,5.51,1651323600,30-04-2022 ,13:00:00
4,674.25,0,18.51,55.79,6.2,43.34,48.96,10.13,1651327200,30-04-2022 ,14:00:00
4,787.73,0,22.28,38.98,6.74,49.88,56.7,12.92,1651330800,30-04-2022 ,15:00:00
5,821.11,0,21.42,29.68,6.02,53.03,60.37,13.68,1651334400,30-04-2022 ,16:00:00
5,821.11,0,20.05,23.6,5.01,53.33,60.64,13.43,1651338000,30-04-2022 ,17:00:00
5,794.41,0.01,18.68,18.24,3.99,51.59,58.51,12.29,1651341600,30-04-2022 ,18:00:00
5,787.73,0.02,16.96,14.31,3.19,50.26,56.36,9.63,1651345200,30-04-2022 ,19:00:00
4,734.33,0.02,13.88,11.98,2.53,46.31,51.16,5.45,1651348800,30-04-2022 ,20:00:00
4,614.17,0.01,9,13.95,1.79,37.72,40.86,2.5,1651352400,30-04-2022 ,21:00:00
4,473.98,0,3.68,36.48,1.53,27.58,29.13,1.41,1651356000,30-04-2022 ,22:00:00
4,440.6,0,2.27,41.48,1.43,26.37,27.77,1.39,1651359600,30-04-2022 ,23:00:00
4,427.25,0,2.12,42.56,1.56,26.95,28.4,1.58,1651363200,01-05-2022 ,0:00:00
4,427.25,0.05,2.1,43.99,1.71,26.58,27.97,1.61,1651366800,01-05-2022 ,1:00:00
4,453.95,0.15,2.68,49.35,2.26,25.83,27.21,1.84,1651370400,01-05-2022 ,2:00:00
4,487.33,0.3,3.51,61.51,3.22,26.12,27.57,2.22,1651374000,01-05-2022 ,3:00:00
3,500.68,0.11,2.53,67.95,3.52,22.65,23.6,1.74,1651377600,01-05-2022 ,4:00:00
3,500.68,0.17,1.91,75.82,4.35,22.24,23.12,1.98,1651381200,01-05-2022 ,5:00:00
3,473.98,0.15,1.25,90.12,4.83,20.96,21.74,1.98,1651384800,01-05-2022 ,6:00:00
2,423.91,0.12,0.9,92.98,3.81,17.29,18.02,1.68,1651388400,01-05-2022 ,7:00:00
2,407.22,0.1,0.88,87.98,3.07,15.45,16.26,1.3,1651392000,01-05-2022 ,8:00:00
2,397.21,0.09,0.93,82.97,2.68,14.55,15.36,1.04,1651395600,01-05-2022 ,9:00:00
2,433.92,0.31,3.68,68.66,3.25,15.76,17.1,2.85,1651399200,01-05-2022 ,10:00:00
2,500.68,0.38,8.31,57.22,3.99,18.79,21.03,5.19,1651402800,01-05-2022 ,11:00:00
3,574.11,0.1,14.39,45.06,4.59,21.72,24.69,7.22,1651406400,01-05-2022 ,12:00:00
4,660.9,0,21.25,30.76,5.36,25.28,28.81,9.37,1651410000,01-05-2022 ,13:00:00
4,767.71,0,25.7,19.31,5.72,30.51,34.88,11.4,1651413600,01-05-2022 ,14:00:00
4,827.79,0.03,26.05,13.41,5.42,34.93,40.15,11.27,1651417200,01-05-2022 ,15:00:00
4,821.11,0.1,22.96,8.94,4.59,35.61,40.87,8.49,1651420800,01-05-2022 ,16:00:00
4,741,0.15,18.16,7.42,3.61,32.16,36.64,5.51,1651424400,01-05-2022 ,17:00:00
4,620.84,0.06,12.85,9.39,2.56,26.27,29.65,3.42,1651428000,01-05-2022 ,18:00:00
2,460.62,0,4.93,41.84,2.5,17.68,18.9,1.61,1651431600,01-05-2022 ,19:00:00
2,433.92,0,3.51,50.07,3.07,16.59,17.41,1.63,1651435200,01-05-2022 ,20:00:00
2,423.91,0,3.13,56.51,3.67,16.51,17.2,1.76,1651438800,01-05-2022 ,21:00:00
2,420.57,0,2.96,59.37,4.23,16.67,17.28,1.9,1651442400,01-05-2022 ,22:00:00
2,420.57,0,2.96,55.07,4.47,17.01,17.62,1.98,1651446000,01-05-2022 ,23:00:00
2,423.91,0,3.17,47.92,4.53,17.46,18.15,2.12,1651449600,02-05-2022 ,0:00:00
2,423.91,0.04,3.73,41.84,4.17,17.74,18.55,2.12,1651453200,02-05-2022 ,1:00:00
2,460.62,0.14,5.57,38.98,5.13,19.27,20.43,2.6,1651456800,02-05-2022 ,2:00:00
3,520.71,0.27,7.11,42.56,7.15,21.48,22.98,3.23,1651460400,02-05-2022 ,3:00:00
2,453.95,0.16,4.03,70.1,5.72,18.21,19.22,2.37,1651464000,02-05-2022 ,4:00:00
2,433.92,0.15,2.68,79.39,5.13,15.95,16.89,2.28,1651467600,02-05-2022 ,5:00:00
2,427.25,0.15,2.06,82.25,5.01,14.55,15.55,2.31,1651471200,02-05-2022 ,6:00:00
2,410.56,0.09,1.8,80.11,4.17,12.06,12.96,2.03,1651474800,02-05-2022 ,7:00:00
1,393.87,0.08,1.63,76.53,3.13,9.91,10.63,1.66,1651478400,02-05-2022 ,8:00:00
2,383.85,0.07,1.5,80.11,2.65,9.71,10.25,1.44,1651482000,02-05-2022 ,9:00:00
2,393.87,0.12,2.42,82.25,3.19,11.46,12.08,1.88,1651485600,02-05-2022 ,10:00:00
2,420.57,0.16,4.2,82.25,4.23,13.65,14.55,2.6,1651489200,02-05-2022 ,11:00:00
2,453.95,0.06,6.94,78.68,5.3,15.45,16.6,3.32,1651492800,02-05-2022 ,12:00:00
2,480.65,0,9.85,65.8,5.6,16.13,17.55,3.83,1651496400,02-05-2022 ,13:00:00
2,500.68,0,10.97,53.64,5.01,16.23,18.01,3.77,1651500000,02-05-2022 ,14:00:00
2,507.35,0,10.02,42.92,4.11,15.6,17.57,3.07,1651503600,02-05-2022 ,15:00:00
2,547.41,0,10.71,24.68,3.28,16.8,19.41,2.94,1651507200,02-05-2022 ,16:00:00
3,607.49,0.1,12.85,9.3,3.07,20.02,23.73,3.58,1651510800,02-05-2022 ,17:00:00
3,620.84,0.57,13.37,2.82,2.62,21.21,25.47,4.12,1651514400,02-05-2022 ,18:00:00
3,620.84,0.98,12.85,1.06,2.29,21.84,25.98,4.56,1651518000,02-05-2022 ,19:00:00
3,607.49,0.76,11.31,0.87,2.21,22.39,26.01,4.5,1651521600,02-05-2022 ,20:00:00
3,587.46,0.53,9.17,0.89,2.15,21.97,24.77,4.43,1651525200,02-05-2022 ,21:00:00
3,554.08,0.45,7.37,0.84,2,21.05,23.18,4.18,1651528800,02-05-2022 ,22:00:00
3,534.06,0.37,6.51,0.95,1.97,20.47,22.18,3.55,1651532400,02-05-2022 ,23:00:00
3,520.71,0.29,6.6,1.39,2.15,20.59,22.05,3.17,1651536000,03-05-2022 ,0:00:00
2,440.6,0.12,4.37,15.2,3.87,12.23,12.84,1.65,1651539600,03-05-2022 ,1:00:00
1,433.92,0.28,4.16,23.96,4.41,9.59,10.3,2.15,1651543200,03-05-2022 ,2:00:00
1,447.27,0.38,4.07,41.48,5.07,8.7,9.53,2.82,1651546800,03-05-2022 ,3:00:00
1,427.25,0.17,1.74,38.98,2.53,4.53,4.98,1.54,1651550400,03-05-2022 ,4:00:00
1,423.91,0.09,1.23,35.41,1.79,3.75,4.14,1.14,1651554000,03-05-2022 ,5:00:00
1,423.91,0.03,1.17,32.9,1.52,3.63,3.99,0.96,1651557600,03-05-2022 ,6:00:00
1,427.25,0,1.61,29.68,1.71,3.55,3.87,1,1651561200,03-05-2022 ,7:00:00
1,440.6,0,2.27,24.68,2.03,3.37,3.66,1.17,1651564800,03-05-2022 ,8:00:00
1,447.27,0.01,2.78,20.21,2.21,3.29,3.57,1.2,1651568400,03-05-2022 ,9:00:00
1,447.27,0.01,3.56,17.34,2.71,3.66,3.99,1.31,1651572000,03-05-2022 ,10:00:00
1,453.95,0.01,4.54,15.91,3.07,3.98,4.35,1.42,1651575600,03-05-2022 ,11:00:00
1,453.95,0.01,5.27,16.09,2.95,3.89,4.29,1.44,1651579200,03-05-2022 ,12:00:00
1,527.38,0.47,11.31,8.58,3.04,6.57,7.68,2.53,1651582800,03-05-2022 ,13:00:00
2,654.22,3.07,15.25,1.42,3.87,12.6,15.08,4.18,1651586400,03-05-2022 ,14:00:00
2,767.71,6.2,14.74,0.26,4.89,18.88,22.61,6.27,1651590000,03-05-2022 ,15:00:00
3,807.76,7.26,13.19,0.15,5.13,21.99,26.19,7.28,1651593600,03-05-2022 ,16:00:00
2,741,5.64,10.97,0.27,3.93,19.67,23.25,5.13,1651597200,03-05-2022 ,17:00:00
2,607.49,2.35,9.08,1.79,2.56,12.93,15.14,3.04,1651600800,03-05-2022 ,18:00:00
1,460.62,0.02,4.11,11.8,2.03,4.75,5.33,1.3,1651604400,03-05-2022 ,19:00:00
1,447.27,0.01,3.04,12.7,2.15,3.84,4.22,1.31,1651608000,03-05-2022 ,20:00:00
1,440.6,0.01,2.78,12.16,2.32,3.68,4.02,1.36,1651611600,03-05-2022 ,21:00:00
1,440.6,0.01,2.74,11.09,2.5,3.72,4.02,1.38,1651615200,03-05-2022 ,22:00:00
1,433.92,0.02,2.87,9.66,2.8,3.89,4.17,1.42,1651618800,03-05-2022 ,23:00:00
1,433.92,0.03,3.17,8.23,3.07,4.2,4.48,1.47,1651622400,04-05-2022 ,0:00:00
1,413.89,0.06,2.91,8.85,2.68,4.02,4.3,1.28,1651626000,04-05-2022 ,1:00:00
1,397.21,0.12,3.08,12.87,2.65,3.75,4.12,1.27,1651629600,04-05-2022 ,2:00:00
1,390.53,0.18,3.3,19.13,2.83,3.62,4.03,1.33,1651633200,04-05-2022 ,3:00:00
1,377.18,0.12,2.66,24.68,2.5,3,3.36,1.17,1651636800,04-05-2022 ,4:00:00
1,367.16,0.06,2.16,24.32,2.12,2.36,2.67,1.04,1651640400,04-05-2022 ,5:00:00
1,357.15,0.03,1.84,22.89,1.82,1.84,2.09,0.92,1651644000,04-05-2022 ,6:00:00
1,357.15,0.04,1.8,22.71,1.8,1.69,1.9,0.89,1651647600,04-05-2022 ,7:00:00
1,360.49,0.08,1.65,24.68,1.71,1.69,1.89,0.89,1651651200,04-05-2022 ,8:00:00
1,357.15,0.09,1.54,27.18,1.53,1.62,1.8,0.84,1651654800,04-05-2022 ,9:00:00
1,353.81,0.09,1.86,28.61,1.59,1.76,1.96,0.93,1651658400,04-05-2022 ,10:00:00
1,353.81,0.06,2.61,26.46,1.68,2.16,2.41,1.09,1651662000,04-05-2022 ,11:00:00
1,353.81,0.01,3.38,22.89,1.62,2.72,2.99,1.16,1651665600,04-05-2022 ,12:00:00
1,487.33,0.91,14.57,8.31,2.5,8.23,9.62,3.77,1651669200,04-05-2022 ,13:00:00
2,667.57,5.59,17.82,0.73,3.73,17.24,20.39,5.13,1651672800,04-05-2022 ,14:00:00
4,867.84,12.18,16.62,0.06,5.3,28.94,34.24,7.47,1651676400,04-05-2022 ,15:00:00
4,1014.71,16.99,15.08,0.02,6.56,39.72,46.7,10.39,1651680000,04-05-2022 ,16:00:00
4,1054.76,19,12.85,0.01,5.72,44.61,51.95,8.36,1651683600,04-05-2022 ,17:00:00
4,934.6,16.32,12,0.1,3.93,39.98,45.98,5.38,1651687200,04-05-2022 ,18:00:00
2,514.03,0.24,12.51,6.08,3.31,16.55,18.65,2.91,1651690800,04-05-2022 ,19:00:00
2,500.68,0.12,10.71,3.98,2.86,16.22,18.2,3.51,1651694400,04-05-2022 ,20:00:00
2,453.95,0.17,7.88,2.91,2.29,14.33,15.9,3.45,1651698000,04-05-2022 ,21:00:00
2,410.56,0.22,5.65,2.21,1.88,11.81,12.98,3.17,1651701600,04-05-2022 ,22:00:00
2,390.53,0.28,4.63,1.63,1.85,10.54,11.52,2.94,1651705200,04-05-2022 ,23:00:00
2,390.53,0.49,4.54,1.5,2.15,10.65,11.61,2.98,1651708800,05-05-2022 ,0:00:00
1,380.52,0.57,4.67,7.96,3.93,8.81,9.55,2.15,1651712400,05-05-2022 ,1:00:00
1,407.22,0.74,5.48,20.21,5.07,8.67,9.59,2.34,1651716000,05-05-2022 ,2:00:00
1,447.27,0.66,6.34,42.92,6.56,9.85,10.9,2.91,1651719600,05-05-2022 ,3:00:00
1,387.19,0.24,3.08,55.07,3.81,5.8,6.35,1.74,1651723200,05-05-2022 ,4:00:00
1,377.18,0.18,2.08,55.79,2.95,4.27,4.69,1.47,1651726800,05-05-2022 ,5:00:00
1,370.5,0.16,1.69,57.22,2.59,3.64,4.01,1.41,1651730400,05-05-2022 ,6:00:00
1,370.5,0.16,1.65,58.65,2.65,3.56,3.92,1.52,1651734000,05-05-2022 ,7:00:00
1,377.18,0.17,1.71,61.51,2.83,3.72,4.09,1.68,1651737600,05-05-2022 ,8:00:00
1,377.18,0.17,1.8,62.94,2.98,3.88,4.26,1.8,1651741200,05-05-2022 ,9:00:00
2,547.41,1.38,11.48,55.07,4.05,11.15,12.88,5.83,1651744800,05-05-2022 ,10:00:00
3,821.11,1.75,23.65,64.37,5.25,24.98,28.62,9.75,1651748400,05-05-2022 ,11:00:00
4,1068.12,0.7,38.04,55.07,6.91,37.74,42.98,14.19,1651752000,05-05-2022 ,12:00:00
4,1241.68,0.02,52.78,21.28,8.58,46.87,53.56,17.99,1651755600,05-05-2022 ,13:00:00
5,1308.44,1.87,49.35,3.17,7.75,52.56,60.59,13.81,1651759200,05-05-2022 ,14:00:00
5,1255.04,5.87,34.96,0.36,6.02,52.2,60.46,8.36,1651762800,05-05-2022 ,15:00:00
4,1028.06,5.09,23.31,0.39,4.53,42.33,49.32,5.7,1651766400,05-05-2022 ,16:00:00
4,947.95,8.27,16.11,0.07,4.35,40.46,47.74,6.33,1651770000,05-05-2022 ,17:00:00
4,854.49,10.39,12.68,0.04,3.99,37.04,44.09,8.11,1651773600,05-05-2022 ,18:00:00
4,781.06,10.62,11.48,0.03,3.46,33.86,40.27,9.37,1651777200,05-05-2022 ,19:00:00
4,707.63,9.05,9.34,0.04,2.35,30.8,36.51,5.45,1651780800,05-05-2022 ,20:00:00
4,607.49,5.98,7.2,0.1,1.67,25.13,29.67,3.1,1651784400,05-05-2022 ,21:00:00
2,473.98,1.23,7.03,0.49,1.48,15.98,18.83,2.28,1651788000,05-05-2022 ,22:00:00
2,440.6,0.52,5.83,0.78,1.49,13.8,16.4,2.34,1651791600,05-05-2022 ,23:00:00
2,440.6,0.72,5.06,1.61,1.71,13.77,16.37,2.44,1651795200,06-05-2022 ,0:00:00
2,427.25,0.95,4.24,11.44,1.97,12.43,14.53,2.34,1651798800,06-05-2022 ,1:00:00
2,473.98,0.99,6.43,32.19,2.8,14.21,16.71,3.45,1651802400,06-05-2022 ,2:00:00
2,567.44,0.85,10.37,61.51,4.23,18.68,21.82,5.07,1651806000,06-05-2022 ,3:00:00
1,403.88,0.22,2.7,44.7,3.31,5.7,6.35,1.49,1651809600,06-05-2022 ,4:00:00
1,393.87,0.18,1.99,47.21,3.22,4.24,4.74,1.47,1651813200,06-05-2022 ,5:00:00
1,397.21,0.17,1.8,52.93,3.55,3.98,4.5,1.6,1651816800,06-05-2022 ,6:00:00
1,403.88,0.18,1.8,59.37,4.05,4.17,4.74,1.8,1651820400,06-05-2022 ,7:00:00
1,413.89,0.21,1.91,70.1,4.77,4.98,5.59,2.09,1651824000,06-05-2022 ,8:00:00
1,417.23,0.21,1.88,73.67,4.47,5.67,6.24,2.18,1651827600,06-05-2022 ,9:00:00
2,547.41,1.15,9.42,71.53,3.99,12.03,13.63,5.45,1651831200,06-05-2022 ,10:00:00
3,741,1.42,19.02,80.82,4.41,23.19,26.13,8.61,1651834800,06-05-2022 ,11:00:00
4,934.6,0.67,33.24,57.22,5.36,33.1,37.17,10.77,1651838400,06-05-2022 ,12:00:00
4,1054.76,0.16,43.87,15.2,6.14,37.82,42.95,11.65,1651842000,06-05-2022 ,13:00:00
4,1121.52,4.47,39.41,0.87,6.56,42.4,49.04,10.77,1651845600,06-05-2022 ,14:00:00
4,1134.87,8.83,30.5,0.09,6.38,46.25,54.4,9.25,1651849200,06-05-2022 ,15:00:00
4,1041.41,8.83,22.96,0.06,5.54,43.85,52.34,8.36,1651852800,06-05-2022 ,16:00:00
4,947.95,10.95,16.45,0.02,5.42,41.45,50.88,10.13,1651856400,06-05-2022 ,17:00:00
4,821.11,11.73,12.34,0.01,4.89,35.16,44.36,11.91,1651860000,06-05-2022 ,18:00:00
4,714.3,11.29,9.85,0.01,3.73,29.38,37.65,11.65,1651863600,06-05-2022 ,19:00:00
3,620.84,8.49,6.94,0.02,1.94,24.78,31.59,5.83,1651867200,06-05-2022 ,20:00:00
2,527.38,4.92,5.4,0.14,1.18,19.99,24.88,2.88,1651870800,06-05-2022 ,21:00:00
2,440.6,0.56,5.57,1.56,1.01,13.98,16.28,2.03,1651874400,06-05-2022 ,22:00:00
2,413.89,0.11,4.24,2.57,1,12.05,13.76,1.96,1651878000,06-05-2022 ,23:00:00
2,407.22,0.18,3.56,3.13,1.12,11.37,12.84,2.03,1651881600,07-05-2022 ,0:00:00
2,397.21,0.37,2.66,10.82,1.25,10.11,11.32,1.9,1651885200,07-05-2022 ,1:00:00
